,Name,Lvl,HP,AC,Attack_Num,Attack_Descr,Attack_Type,Hit_Bonus,is_Agile
3490,URDEFHAN HUNTER,12,190,34,Attack 2,"Melee jaws +22 (agile), Damage 3d6+10 piercing plus wicked bite",Melee,22.0,True
3491,URDEFHAN LASHER,7,120,24,Attack 2,"Melee jaws +17, Damage 2d6+7 plus Wicked Bite",Melee,17.0,False
3492,URDEFHAN TORMENTOR,5,77,21,Attack 2,"Melee jaws +14, Damage 2d6+5 piercing plus",Melee,14.0,False
3493,URDEFHAN WARRIOR,3,55,18,Attack 2,"Melee jaws +12, Damage 1d6+6 piercing plus Wicked Bite",Melee,12.0,False
3494,UREVIAN,9,135,28,Attack 2,"Melee horn +20 (magical), Damage 3d10+9 piercing and infernal wound",Melee,20.0,False
3495,URI ZANDIVAR,19,350,43,Attack 2,"Melee shield spikes +36 (magical), Damage 3d6+17 piercing",Melee,36.0,False
3496,URTHAGUL,10,175,30,Attack 2,"Melee claw +23 (agile, reach 15 feet), Damage 2d8+13 slashing",Melee,23.0,True
3497,URUSHIL,18,410,45,Attack 2,"Melee tail +35 (evil, magical, reach 10 feet), Damage 3d12+18 bludgeoning plus 1d6+4 evil and Grab",Melee,35.0,False
3498,UTHUL,14,250,36,Attack 2,"Ranged debris +29 (range increment 60 feet), Damage 5d8+15 bludgeoning",Range,29.0,False
3499,UZENSSHEL,5,80,22,Attack 2,"Melee jaws +15, Damage 2d8+4 piercing",Melee,15.0,False
3500,VAKLISH,12,185,33,Attack 2,"Melee claw +24 (agile, finesse, magical), Damage 3d8+11 slashing",Melee,24.0,True
3501,VALGOMORUS,3,50,17,Attack 2,"Melee claw +12, Damage 1d8+5 slashing plus drain life",Melee,12.0,False
3502,VALGOMORUS,5,75,20,Attack 2,"Melee claw +15, Damage 2d6+4 slashing plus drain life",Melee,15.0,False
3503,VALKYRIE,12,215,33,Attack 2,"Ranged spear +26 (magical, thrown 20 feet), Damage 2d6+15 piercing plus 1d12 electricity",Range,26.0,False
3504,VAMPIRE COUNT,6,65,24,Attack 2,"Melee claw +17 (agile), Damage 1d8+8 slashing plus Grab",Melee,17.0,True
3505,VAMPIRE SQUID,0,15,16,Attack 2,"Melee tentacles +7 (agile, finesse), Damage 1d6 bludgeoning",Melee,7.0,True
3506,VANARA DISCIPLE,1,16,19,Attack 2,"Melee bo staff +4 (parry, reach 10 feet, trip), Damage 1d8+1 bludgeoning",Melee,4.0,False
3507,VANTH,7,105,27,Attack 2,"Melee jaws +17 (agile), Damage 1d6+8 slashing plus spirit touch",Melee,17.0,True
3508,VASPERCHAM,17,335,41,Attack 2,"Ranged water blast +33 (brutal, magical, range increment 100 feet, water), Damage 2d8+16 bludgeoning plus hallucinatory brine",Range,33.0,False
3509,VAULT GUARD,9,170,29,Attack 2,"Melee sap +23 (agile, magical, nonlethal), Damage 2d6+8 bludgeoning",Melee,23.0,True
3510,VAVAKIA,18,350,42,Attack 2,"Melee jaws +35 (magical, reach 15 feet), Damage 3d8+17 piercing plus 2d8 persistent bleed and smoking wound",Melee,35.0,False
3511,VAVIENNE,6,95,25,Attack 2,"Melee dagger +16 (agile, finesse, versatile S), Damage 1d4+4 piercing",Melee,16.0,True
3512,VEILED MASTER (VIDILETH),14,270,34,Attack 2,"Melee fangs +28 (agile, magical, reach 10 feet, versatile S), Damage 3d8+12 piercing plus slime and consume memories",Melee,28.0,True
3513,VEKSCIRALENIX,20,375,45,Attack 2,"Melee claw +38 (agile, magical, reach 15 feet), Damage 4d10+18 slashing",Melee,38.0,True
3514,VELOCIRAPTOR,1,20,16,Attack 2,"Melee talon +8 (agile, finesse), Damage 1d4+3 slashing",Melee,8.0,True
3515,VENAK,1,18,18,Attack 2,"Melee whip +8 (disarm, finesse, nonlethal, reach, trip), Damage 1d4+3 slashing",Melee,8.0,False
3516,VENGEANT THORN,3,40,18,Attack 2,"Melee staff +9 (two-hand d8), Damage 1d6+2 bludgeoning",Melee,9.0,False
3517,VENGEANT THORN,5,60,19,Attack 2,"Melee staff +11 (two-hand d8), Damage 1d6+2 bludgeoning",Melee,11.0,False
3518,VENOM MAGE,9,155,28,Attack 2,"Melee poisoneres staff +17 (magical, two-handed d8), Damage 1d6+4 bludgeoning",Melee,17.0,False
3519,VERMLEK,3,55,16,Attack 2,"Melee fist +12 (agile), Damage 2d6+3 bludgeoning",Melee,12.0,True
3520,VESHUMIRIX,16,300,39,Attack 2,"Melee claw +33 (agile, magical, reach 10 feet), Damage 3d10+15 slashing",Melee,33.0,True
3521,VETERAN RECLAIMER,11,195,29,Attack 2,"Melee dagger +21 (agile, versatile S), Damage 1d4+8 piercing",Melee,21.0,True
3522,VEXGIT,1,24,16,Attack 2,"Melee bite +11 (agile, finesse), Damage 1d6+1 piercing",Melee,11.0,True
3523,VICIOUS VULPINE,3,55,19,Attack 2,"Melee claws +9 (agile, finesse), Damage 1d8+2 slashing",Melee,9.0,True
3524,VIGILANT GUARD,2,32,18,Attack 2,"Ranged longsword +10 (versatile P), Damage 1d8+5 slashing",Range,10.0,False
3525,VIKTOR VOLKANO,2,40,16,Attack 2,"Ranged flame spit +10 (range 10 feet), Damage 2d8 fire",Range,10.0,False
3526,VILDERAVN,16,300,40,Attack 2,"Melee jaws +32 (magical), Damage 3d8+16 piercing plus bloodbird",Melee,32.0,False
3527,VILREE,5,68,22,Attack 2,"Melee fist +13 (agile, finesse, nonlethal, unarmed), Damage 1d4+1 bludgeoning",Melee,13.0,True
3528,VINE LESHY,0,13,15,Attack 2,"Ranged spear +5 (thrown 20 feet), Damage 1d6+2 piercing",Range,5.0,False
3529,VIOLET,1,24,16,Attack 2,"Melee jaws +8, Damage 1d4+3 piercing",Melee,8.0,False
3530,VIOLETTA,9,150,28,Attack 2,"Melee shortsword +20 (agile, finesse, magical, versatile S), Damage 2d6+9 piercing",Melee,20.0,True
3531,VIPER VINE,13,270,33,Attack 2,"Melee vine +27 (agile, reach 15 feet), Damage 3d10+11 bludgeoning plus Grab",Melee,27.0,True
3532,VIRTUOUS DEFENDER,4,70,22,Attack 2,"Ranged composite longbow +8 (deadly 1d10, range increment 100 feet, reload 0, volley 30 feet), Damage 1d8+4 piercing",Range,8.0,False
3533,VISCHARI,7,115,25,Attack 2,"Melee jaws +17, Damage 2d6+10 piercing plus wicked bite",Melee,17.0,False
3534,VISHKANYA INFILTRATOR,3,45,19,Attack 2,"Ranged shuriken +11 (agile, thrown 20 feet), Damage 1d4+4 piercing",Range,11.0,True
3535,VISKITHREL,15,275,37,Attack 2,"Melee talon +30 (agile, reach 10 feet), Damage 3d10+14 slashing",Melee,30.0,True
3536,VITALIA,18,425,39,Attack 2,"Ranged blood squirt +33 (acid, magical, range increment 40 feet), Damage 3d10 bludgeoning plus 3d10 acid",Range,33.0,False
3537,VOID ZOMBIE,1,26,13,Attack 2,"Melee feeding tendril +6 (agile), Damage 1d4+3 piercing plus Feed on Blood",Melee,6.0,True
3538,VOIDWORM,1,16,17,Attack 2,"Melee tail +9 (chaotic, finesse, magical), Damage 1d-1 slashing plus 1d4 chaotic and confounding lash",Melee,9.0,False
3539,VOIDWORM OUROBOROS,5,65,23,Attack 2,"Melee spiraling tails +15 (chaotic, finesse, magical), Damage 1d8+1 slashing plus 1d12 chaotic and confounding lash",Melee,15.0,False
3540,VOZ LIRAYNE,5,56,20,Attack 2,"Ranged dagger +13 (agile, magical, thrown 10 feet, versatile S), Damage 1d4+3 piercing",Range,13.0,True
3541,VROCK (WRATH DEMON),9,185,28,Attack 2,"Melee claw +21 (agile, evil, magical, reach 10 feet), Damage 3d6+9 slashing plus 1d6 evil",Melee,21.0,True
3542,VROLIKAI,19,375,44,Attack 2,"Melee black flame knife +38 (agile, chaotic, evil, magical), Damage 3d4+16 piercing plus 2d6 negative plus 1d6 evil",Melee,38.0,True
3543,VRYKOLAKAS MASTER,10,190,30,Attack 2,"Melee claw +23 (agile), Damage 2d8+13 slashing",Melee,23.0,True
3544,VRYKOLAKAS SPAWN,6,99,24,Attack 2,"Melee claw +17 (agile), Damage 2d6+8 slashing",Melee,17.0,True
3545,VTRIK,16,320,38,Attack 2,"Melee talon +32 (agile, finesse, fire, magical, reach 20 feet), Damage 1d6+8 piercing plus 3d8 fire and 2d10 persistent fire",Melee,32.0,True
3546,VULPINAL (FOX AGATHION),6,105,24,Attack 2,"Melee claw +15 (agile, finesse, good, magical), Damage 2d6+4 slashing plus 1d6 good",Melee,15.0,True
3547,WAR SAUROPELTA,12,220,34,Attack 2,"Melee foot +24, Damage 3d6+13 bludgeoning",Melee,24.0,False
3548,WARBAL BUMBLEBRASHER,1,20,15,Attack 2,"Melee heavy book +0, Damage 1d-1 bludgeoning",Melee,0.0,False
3549,WARDEN,6,96,25,Attack 2,"Ranged composite longbow +17 (deadly 1d10, magical, propulsive, range increment 100 feet, reload 0, volley 30 feet), Damage 1d8+5 piercing",Range,17.0,False
3550,WARPED BREW TAVERN MORLOCK,2,38,17,Attack 2,"Melee jaws +9 (agile), Damage 1d4+4 piercing",Melee,9.0,True
3551,WARSWORN,16,350,37,Attack 2,"Melee animated weapon +30 (agile, magical, reach 100 feet, versatile B, versatile P), Damage four of the weapones damage dice +9 of the weapones damage type",Melee,30.0,True
3552,WASHBOARD DOG TOUGH,7,125,25,Attack 2,"Melee shield bash +18, Damage 1d4+6 bludgeoning",Melee,18.0,False
3553,WATCH OFFICER,3,45,20,Attack 2,"Ranged crossbow +10 (range increment 120 feet, reload 1), Damage 1d8+3 piercing",Range,10.0,False
3554,WATER YAI,17,295,40,Attack 2,"Melee kimono +33 (electricity, evil, magical, reach 15 feet), Damage 3d12+12 electricity plus Enveloping Kimono",Melee,33.0,False
3555,WATERWORKS REBEL,-1,8,16,Attack 2,"Ranged shortbow +5 (deadly 1d10, range increment 60 feet, reload 0), Damage 1d6 piercing",Range,5.0,False
3556,WEATHERED WAIL,17,315,40,Attack 2,"Melee claw +33 (fire, magical, agile, reach 10 feet), Damage 3d8+12 slashing plus 2d6 fire and Grab",Melee,33.0,True
3557,WEB LURKER,3,45,19,Attack 2,"Melee claw +11 (agile), Damage 1d8+6 slashing",Melee,11.0,True
3558,WEMMUTH,15,335,37,Attack 2,"Ranged boulder +27 (fatal d12, range increment 60 feet), Damage 4d10+10 bludgeoning",Range,27.0,False
3559,WENDIGO,17,315,40,Attack 2,"Melee claw +33 (cold, magical, agile, reach 10 feet), Damage 3d8+12 slashing plus 2d6 cold and Grab",Melee,33.0,True
3560,WEREBAT,2,35,18,Attack 2,"Melee wing +10 (agile, finesse), Damage 1d6+4 bludgeoning",Melee,10.0,True
3561,WEREBEAR,4,75,23,Attack 2,"Melee greataxe +13 (reach 10 feet, sweep), Damage 1d12+7 slashing",Melee,13.0,False
3562,WEREBOAR,2,45,18,Attack 2,"Melee tusk +10, Damage 1d8+6 piercing plus curse of the wereboar",Melee,10.0,False
3563,WERECROCODILE,2,55,16,Attack 2,"Melee tail +10 (agile), Damage 1d6+4 bludgeoning",Melee,10.0,True
3564,WERERAT,2,45,19,Attack 2,"Melee claw +10 (agile, finesse), Damage 1d6+2 slashing",Melee,10.0,True
3565,WERETIGER,4,75,21,Attack 2,"Melee claw +14 (agile), Damage 2d4+7 slashing",Melee,14.0,True
3566,WEREWOLF,3,63,19,Attack 2,"Melee claw +11 (agile), Damage 1d6+8 slashing",Melee,11.0,True
3567,WEX,-1,8,16,Attack 2,"Ranged sling +5 (propulsive, range increment 50 feet, reload 1), Damage 1d4 bludgeoning",Range,5.0,False
3568,WIGHT CULTIST,12,235,32,Attack 2,"Melee claw +25, Damage 3d6+13 bludgeoning plus drain life",Melee,25.0,False
3569,WINTER HAG,7,145,24,Attack 2,"Melee claw +16 (agile), Damage 2d6+7 slashing plus 1d6 cold",Melee,16.0,True
3570,WITCHFIRE,9,125,28,Attack 2,"Ranged witchflame bolt +21 (evil, magical, range 100 feet), Damage 2d6 fire plus 2d6 negative and witchflame",Range,21.0,False
3571,WITCHFIRE WARDEN,9,125,28,Attack 2,"Ranged witchflame bolt +21 (evil, magical, range 100 feet), Damage 2d6 fire plus 2d6 negative and witchflame",Range,21.0,False
3572,WITCHWYRD,6,110,22,Attack 2,"Melee fist +15 (agile, nonlethal), Damage 1d6+6 bludgeoning plus Grab",Melee,15.0,True
3573,WOLLIPED,3,55,19,Attack 2,"Melee hoof +10, Damage 1d8+5 bludgeoning",Melee,10.0,False
3574,WOLVERINE,2,34,18,Attack 2,"Melee claw +11 (agile), Damage 1d6+5 slashing",Melee,11.0,True
3575,WOOD GIANT,6,120,24,Attack 2,"Melee fist +17 (agile, reach 10 feet), Damage 1d6+11 bludgeoning",Melee,17.0,True
3576,WOOD GOLEM,6,95,23,Attack 2,"Ranged splinter +16 (magical, range increment 30 feet), Damage 2d4+8 piercing",Range,16.0,False
3577,WOOLLY RHINOCEROS,6,100,25,Attack 2,"Melee foot +16, Damage 2d8+6 bludgeoning",Melee,16.0,False
3578,WOUNDED DRAGON TURTLE,5,70,23,Attack 2,"Melee claw +15 (agile), Damage 2d6+5 slashing",Melee,15.0,True
3579,WRATHSPAWN,2,30,18,Attack 2,"Melee jaws +10 (agile), Damage 1d8+4 piercing plus sinful bite",Melee,10.0,True
3580,WRENT DICASPIRON,10,180,30,Attack 2,"Melee spiked chain +22 (disarm, finesse, reach 15 feet, trip), Damage 2d8+6 piercing plus Grab",Melee,22.0,False
3581,WRIN SIVINXI,5,75,20,Attack 2,"Melee tail +10 (agile, finesse, unarmed), Damage 1d4 bludgeoning",Melee,10.0,True
3582,WURTS,9,155,27,Attack 2,"Ranged moderate acid flask +22 (acid, alchemical, bomb, consumable, range increment 20 feet, splash), Damage 2d6 persistent acid plus 2 acid splash",Range,22.0,False
3583,WYRMLING GREEN DRAGON,4,60,22,Attack 2,"Melee claw +14 (agile), Damage 2d6+4 slashing",Melee,14.0,True
3584,WYRMWRAITH,17,280,39,Attack 2,"Melee spectral claw +34 (agile, reach 15 feet), Damage 3d8+17 negative plus divine dispelling and drain life",Melee,34.0,True
3585,WYVERN,6,95,24,Attack 2,"Melee claw +17, Damage 2d8+5 slashing plus Grab",Melee,17.0,False
3586,XEVALORG,13,235,34,Attack 2,"Melee claw +27 (agile, reach 15 feet), Damage 3d8+14 slashing",Melee,27.0,True
3587,XILL,6,100,24,Attack 2,"Melee bite +16, Damage 2d8+7 piercing plus xill paralysis",Melee,16.0,False
3588,XILVIREK,12,215,34,Attack 2,"Melee claw +27 (agile, chaotic, evil, magical, reach 10 feet), Damage 2d8+13 slashing plus Grab",Melee,27.0,True
3589,XIMTAL,17,380,39,Attack 2,"Melee claw +34 (agile, magical, reach 15 feet), Damage 3d8+17 slashing plus 2d6 evil and sensory fever (page 222)",Melee,34.0,True
3590,XIRIKLES,20,375,45,Attack 2,"Melee claw +39 (agile, evil, magical), Damage 3d6+19 slashing plus 2d6 persistent bleed, exquisite pain, and Improved Grab",Melee,39.0,True
3591,XORN,7,115,25,Attack 2,"Melee claw +18 (agile), Damage 2d6+8 slashing",Melee,18.0,True
3592,"XOTANI, THE FIREBLEEDER",20,385,48,Attack 2,"Melee claw +38 (agile, reach 20 feet), Damage 5d8+8 slashing plus 2d8 persistent fire",Melee,38.0,True
3593,XOTANISPAWN,17,340,40,Attack 2,"Melee claw +30 (agile, reach 10 feet), Damage 4d6+9 slashing plus 2d8 persistent fire",Melee,30.0,True
3594,XULGATH BILEBEARER,2,30,18,Attack 2,"Melee jaws +10, Damage 2d4+4 piercing plus xulgath bile",Melee,10.0,False
3595,XULGATH BOMBER,7,115,25,Attack 2,"Melee jaws +16, Damage 2d6+5 piercing",Melee,16.0,False
3596,XULGATH BOSS,3,44,20,Attack 2,"Melee jaws +11, Damage 1d6+6 piercing",Melee,11.0,False
3597,XULGATH DEEPMOUTH,12,215,33,Attack 2,"Melee jaws +20, Damage 2d6+6 piercing",Melee,20.0,False
3598,XULGATH DEMON-CALLER,5,80,22,Attack 2,"Melee jaws +15, Damage 2d8+4 piercing",Melee,15.0,False
3599,XULGATH GUTRAGER,10,190,28,Attack 2,"Melee claw +23 (agile, finesse), Damage 2d8+8 slashing",Melee,23.0,True
3600,XULGATH HARDSCALE,12,215,32,Attack 2,"Melee jaws +23, Damage 3d6+11 piercing",Melee,23.0,False
3601,XULGATH HERD-TENDER,8,135,27,Attack 2,"Melee jaws +19, Damage 2d8+10 piercing",Melee,19.0,False
3602,XULGATH LEADER,3,44,20,Attack 2,"Melee jaws +11, Damage 1d6+6 piercing plus Weakening Strike",Melee,11.0,False
3603,XULGATH MAGE,7,115,23,Attack 2,"Melee jaws +14, Damage 1d8+2 piercing",Melee,14.0,False
3604,XULGATH ROUGHRIDER,11,195,31,Attack 2,"Melee jaws +23, Damage 2d8+11 piercing",Melee,23.0,False
3605,XULGATH SKIRMISHER,6,95,24,Attack 2,"Melee jaws +16, Damage 1d6+4 piercing",Melee,16.0,False
3606,XULGATH SKULKER,2,28,19,Attack 2,"Melee jaws +9, Damage 1d6+3 piercing",Melee,9.0,False
3607,XULGATH SPINESNAPPER,5,95,21,Attack 2,"Melee jaws +15, Damage 2d8+8 piercing",Melee,15.0,False
3608,XULGATH STONELIEGE,8,135,26,Attack 2,"Melee jaws +21, Damage 2d8+9 piercing",Melee,21.0,False
3609,XULGATH THOUGHTMAW,15,280,36,Attack 2,"Melee jaws +28, Damage 3d8+10 piercing",Melee,28.0,False
3610,XULGATH WARRIOR,1,21,16,Attack 2,"Melee jaws +9, Damage 1d6+4 piercing",Melee,9.0,False
3611,YAASHKA,5,80,22,Attack 2,"Melee jaws +15, Damage 2d8+4 piercing",Melee,15.0,False
3612,YAGANTY,10,200,29,Attack 2,"Melee claw +22 (agile, magical, reach 10 feet), Damage 2d8+9 slashing plus Grab",Melee,22.0,True
3613,YAMARAJ,20,375,45,Attack 2,"Melee claw +38 (agile, magical, reach 15 feet), Damage 4d4+18 slashing plus spirit touch",Melee,38.0,True
3614,YASH,1,18,18,Attack 2,"Melee whip +8 (disarm, finesse, nonlethal, reach, trip), Damage 1d4+3 slashing",Melee,8.0,False
3615,YESUVETH,18,335,42,Attack 2,"Melee claw +35 (cold, magical, agile, reach 10 feet), Damage 3d8+14 slashing plus 2d6+4 cold and Grab",Melee,35.0,True
3616,YOLETCHA,2,34,17,Attack 2,"Melee fist +10 (agile, nonlethal), Damage 1d4+4 bludgeoning",Melee,10.0,True
3617,YOUNG AHUIZOTL,4,68,20,Attack 2,"Melee claw +17 (agile), Damage 2d6+4 slashing",Melee,17.0,True
3618,YOUNG BLACK DRAGON,7,125,25,Attack 2,"Melee claw +19 (agile), Damage 2d6+9 slashing",Melee,19.0,True
3619,YOUNG BLUE DRAGON,9,170,28,Attack 2,"Melee claw +21 (agile), Damage 2d8+11 slashing",Melee,21.0,True
3620,YOUNG BRASS DRAGON,7,125,25,Attack 2,"Melee claw +19 (agile), Damage 2d6+8 slashing",Melee,19.0,True
3621,YOUNG BRINE DRAGON,8,142,27,Attack 2,"Melee claw +20 (agile), Damage 2d8+8 slashing",Melee,20.0,True
3622,YOUNG BRONZE DRAGON,9,170,28,Attack 2,"Melee claw +21 (agile), Damage 2d8+11 slashing",Melee,21.0,True
3623,YOUNG CLOUD DRAGON,10,175,30,Attack 2,"Melee claw +23 (agile), Damage 2d8+13 slashing",Melee,23.0,True
3624,YOUNG COPPER DRAGON,8,150,27,Attack 2,"Melee claw +20 (agile), Damage 2d6+8 slashing",Melee,20.0,True
3625,YOUNG CRYSTAL DRAGON,7,105,27,Attack 2,"Melee claw +18 (agile), Damage 2d6+8 slashing",Melee,18.0,True
3626,YOUNG FOREST DRAGON,10,195,30,Attack 2,"Melee claw +23 (agile), Damage 2d8+12 slashing plus Grab (page 305)",Melee,23.0,True
3627,YOUNG GOLD DRAGON,11,230,32,Attack 2,"Melee claw +24 (agile), Damage 2d10+12 slashing",Melee,24.0,True
3628,YOUNG GREEN DRAGON,8,135,28,Attack 2,"Melee claw +20 (agile), Damage 2d8+8 slashing",Melee,20.0,True
3629,YOUNG MAGMA DRAGON,9,175,28,Attack 2,"Melee claw +21 (agile), Damage 2d10+8 slashing",Melee,21.0,True
3630,YOUNG RED DRAGON,10,210,30,Attack 2,"Melee claw +23 (agile), Damage 2d10+12 slashing",Melee,23.0,True
3631,YOUNG SEA DRAGON,8,140,27,Attack 2,"Melee claw +20 (agile), Damage 2d8+11 slashing plus Grab (page 305)",Melee,20.0,True
3632,YOUNG SEA SERPENT,1,20,16,Attack 2,"Ranged waterspout +7 (brutal, range increment 30 feet, water), Damage young sea serpent algae",Range,7.0,False
3633,YOUNG SILVER DRAGON,10,200,31,Attack 2,"Melee claw +23 (agile), Damage 2d8+12 slashing",Melee,23.0,True
3634,YOUNG SKY DRAGON,9,155,28,Attack 2,"Melee claw +21 (agile), Damage 2d8+12 slashing plus Grab (page 305)",Melee,21.0,True
3635,YOUNG SOVEREIGN DRAGON,11,195,31,Attack 2,"Melee claw +24 (agile), Damage 2d8+13 slashing plus Grab (page 305)",Melee,24.0,True
3636,YOUNG UMBRAL DRAGON,11,195,31,Attack 2,"Melee claw +24 (agile), Damage 2d10+13 slashing",Melee,24.0,True
3637,YOUNG UNDERWORLD DRAGON,7,115,25,Attack 2,"Melee claw +18 (agile), Damage 2d8+8 slashing plus adamantine claws and Grab (page 305)",Melee,18.0,True
3638,YOUNG WHITE DRAGON,6,115,23,Attack 2,"Melee claw +17 (agile), Damage 2d6+9 slashing",Melee,17.0,True
3639,YSONDKHELIR,8,100,27,Attack 2,"Melee jaws +17 (agile, finesse), Damage 2d10+6 piercing plus debilitating bite",Melee,17.0,True
3640,YVELLE,9,155,27,Attack 2,"Ranged moderate acid flask +22 (acid, alchemical, bomb, consumable, range increment 20 feet, splash), Damage 2d6 persistent acid plus 2 acid splash",Range,22.0,False
3641,YZOBU,1,25,16,Attack 2,"Melee hoof +7 (agile), Damage 1d4+4 bludgeoning",Melee,7.0,True
3642,ZARAMUUN,16,291,39,Attack 2,"Ranged rock or metal debris +29 (range increment 120 feet), Damage 4d8+13 bludgeoning",Range,29.0,False
3643,ZARF,2,25,17,Attack 2,"Melee staff +3 (two-hand d8), Damage 1d-1 bludgeoning",Melee,3.0,False
3644,ZASHATHAL HEAD-TAKER,15,250,36,Attack 2,"Melee jaws +28, Damage 3d8+12 piercing",Melee,28.0,False
3645,ZATQUALMISH,6,76,24,Attack 2,"Ranged shortbow +12 (deadly d10), Damage 1d6+1 piercing",Range,12.0,False
3646,ZEAL-DAMNED GHOUL,10,175,29,Attack 2,"Melee claws +22 (agile, finesse), Damage 2d4+8 slashing plus 1d6 chaotic, 1d6 negative, and paralysis",Melee,22.0,True
3647,ZEALBORN,12,210,33,Attack 2,"Ranged sling +24 (propulsive, range increment 50 feet, reload 1), Damage 1d6+6 bludgeoning plus 2d6 chaotic and 2d6 negative",Range,24.0,False
3648,ZEALOT,4,58,22,Attack 2,"Ranged composite shortbow +9 (deadly 1d10, propulsive, range increment 60 feet, reload 0), Damage 1d6+2 piercing",Range,9.0,False
3649,ZEPHYR GUARD,14,255,36,Attack 2,"Ranged heavy crossbow +30 (magical, range increment 120 feet, reload 2), Damage 2d10+6 piercing plus subduing strikes",Range,30.0,False
3650,ZETOGEKI,7,90,22,Attack 2,"Melee tail +18 (reach 15 feet, sweep), Damage 2d6+11 bludgeoning",Melee,18.0,False
3651,ZHUGHURR,3,44,20,Attack 2,"Melee sickle +11 (agile, finesse, trip), Damage 1d4+6 slashing",Melee,11.0,True
3652,ZOMBIE DRAGON,9,210,27,Attack 2,"Melee claw +21 (agile, reach 10 feet), Damage 2d8+12 slashing",Melee,21.0,True
3653,ZOMBIE HULK,6,160,21,Attack 2,"Ranged hunk of meat +9 (thrown 10 feet), Damage 2d10+9 bludgeoning",Range,9.0,False
3654,ZOMBIE RIDING HORSE,1,50,13,Attack 2,"Melee hoof +7 (agile), Damage 1d4+4 bludgeoning",Melee,7.0,True
3655,ZOMBIE WARHORSE,3,85,17,Attack 2,"Melee hoof +12 (agile), Damage 1d8+7 bludgeoning plus",Melee,12.0,True
3656,ZOMOK,16,310,39,Attack 2,"Melee claw +33 (agile, magical, reach 15 feet), Damage 3d8+17 slashing",Melee,33.0,True
3657,ZORT,1,18,18,Attack 2,"Melee whip +8 (disarm, finesse, nonlethal, reach, trip), Damage 1d4+3 slashing",Melee,8.0,False
3658,ZRUKBAT,2,30,18,Attack 2,"Melee fangs +11, Damage 1d6+3 piercing",Melee,11.0,False
3659,ZUFERIAN,15,265,36,Attack 2,"Ranged alchemical bomb +30 (range increment 60 feet, splash), Damage varies by bomb Alchemical Formulas greater acid flask, greater alchemistes fire, greater bottled lightning, greater darkvision elixir, deathcap powder, greater elixir of life, greater frost vial, lethargy poison, purple worm venom, greater tanglefoot bag",Range,30.0,False
3660,ZUISHIN,10,200,30,Attack 2,"Ranged composite longbow +24 (deadly d10, magical, range increment 100 feet, reload 0, volley 30 feet), Damage 2d8+9 piercing plus 1d6 good",Range,24.0,False
3661,ZUNKRI,7,115,23,Attack 2,"Melee jaws +14, Damage 1d8+2 piercing",Melee,14.0,False
3662,ZYSS SERPENTFOLK,2,25,18,Attack 2,"Melee dagger +10 (agile, finesse, versatile S), Damage 1d4+1 piercing plus serpentfolk venom",Melee,10.0,True
3663,AAPOPH SERPENTFOLK,3,60,18,Attack 3,"Melee tail +11 (agile), Damage 1d6+6 bludgeoning plus Knockdown",Melee,11.0,True
3664,ABRIKANDILU (WRECKER DEMON),4,70,19,Attack 3,"Ranged hurled debris +11 (range increment 20 feet), Damage 2d6+4 bludgeoning",Range,11.0,False
3665,ACROBAT,2,28,18,Attack 3,"Ranged dagger +11 (agile, thrown 10 feet, versatile S), Damage 1d4+4 piercing",Range,11.0,True
3666,ADLET,10,180,30,Attack 3,"Ranged spear +21 (magical, thrown 20 feet), Damage 2d6+9 piercing plus 1d6 cold",Range,21.0,False
3667,ADULT BLACK DRAGON,11,215,31,Attack 3,"Melee tail +23 (magical, reach 15 feet), Damage 2d12+11 bludgeoning",Melee,23.0,False
3668,ADULT BLUE DRAGON,13,260,34,Attack 3,"Melee tail +25 (magical, reach 20 feet), Damage 3d8+10 bludgeoning",Melee,25.0,False
3669,ADULT BRASS DRAGON,11,215,31,Attack 3,"Melee wing +22 (magical, reach 10 feet), Damage 1d12+10 slashing",Melee,22.0,False
3670,ADULT BRINE DRAGON,12,222,33,Attack 3,"Melee tail +24 (magical, reach 20 feet), Damage 3d12+12 bludgeoning",Melee,24.0,False
3671,ADULT BRONZE DRAGON,13,260,34,Attack 3,"Melee tail +26 (magical, reach 15 feet), Damage 1d10+13 bludgeoning",Melee,26.0,False
3672,ADULT CLOUD DRAGON,14,254,36,Attack 3,"Melee tail +27 (magical, reach 20 feet), Damage 3d12+15 bludgeoning",Melee,27.0,False
3673,ADULT COPPER DRAGON,12,235,33,Attack 3,"Melee tail +24 (magical, reach 15 feet), Damage 2d8+10 bludgeoning",Melee,24.0,False
3674,ADULT CRYSTAL DRAGON,11,185,33,Attack 3,"Melee tail +22 (magical, reach 20 feet), Damage 1d10+13 slashing",Melee,22.0,False
3675,ADULT FOREST DRAGON,14,290,36,Attack 3,"Melee tail +29 (magical, reach 25 feet), Damage 3d8+13 bludgeoning plus Grab (page 305)",Melee,29.0,False
3676,ADULT GOLD DRAGON,15,330,38,Attack 3,"Melee tail +28 (magical, reach 20 feet), Damage 3d10+13 slashing",Melee,28.0,False
3677,ADULT GREEN DRAGON,12,215,34,Attack 3,"Melee tail +24 (magical, reach 20 feet), Damage 3d8+10 bludgeoning",Melee,24.0,False
3678,ADULT MAGMA DRAGON,13,270,34,Attack 3,"Melee tail +25 (magical, reach 20 feet), Damage 2d12+10 bludgeoning",Melee,25.0,False
